"","SK_ID_CURR","TARGET","NAME_CONTRACT_TYPE","CODE_GENDER","FLAG_OWN_CAR","FLAG_OWN_REALTY","CNT_CHILDREN","AMT_INCOME_TOTAL","AMT_CREDIT","AMT_ANNUITY","AMT_GOODS_PRICE","NAME_TYPE_SUITE","NAME_INCOME_TYPE","NAME_EDUCATION_TYPE","NAME_FAMILY_STATUS","NAME_HOUSING_TYPE","REGION_POPULATION_RELATIVE","DAYS_BIRTH","DAYS_EMPLOYED","DAYS_REGISTRATION","DAYS_ID_PUBLISH","FLAG_MOBIL","FLAG_EMP_PHONE","FLAG_WORK_PHONE","FLAG_CONT_MOBILE","FLAG_PHONE","FLAG_EMAIL","OCCUPATION_TYPE","CNT_FAM_MEMBERS","REGION_RATING_CLIENT","REGION_RATING_CLIENT_W_CITY","WEEKDAY_APPR_PROCESS_START","HOUR_APPR_PROCESS_START","REG_REGION_NOT_LIVE_REGION","REG_REGION_NOT_WORK_REGION","LIVE_REGION_NOT_WORK_REGION","REG_CITY_NOT_LIVE_CITY","REG_CITY_NOT_WORK_CITY","LIVE_CITY_NOT_WORK_CITY","ORGANIZATION_TYPE","EXT_SOURCE_2","EXT_SOURCE_3","FONDKAPREMONT_MODE","HOUSETYPE_MODE","WALLSMATERIAL_MODE","EMERGENCYSTATE_MODE","OBS_30_CNT_SOCIAL_CIRCLE","DEF_30_CNT_SOCIAL_CIRCLE","OBS_60_CNT_SOCIAL_CIRCLE","DEF_60_CNT_SOCIAL_CIRCLE","DAYS_LAST_PHONE_CHANGE","AMT_REQ_CREDIT_BUREAU_HOUR","AMT_REQ_CREDIT_BUREAU_DAY","AMT_REQ_CREDIT_BUREAU_WEEK","AMT_REQ_CREDIT_BUREAU_MON","AMT_REQ_CREDIT_BUREAU_QRT","AMT_REQ_CREDIT_BUREAU_YEAR","BASEMENTAREA_AVG","YEARS_BEGINEXPLUATATION_AVG","YEARS_BUILD_AVG","COMMONAREA_AVG","ELEVATORS_AVG","ENTRANCES_AVG","FLOORSMAX_AVG","FLOORSMIN_AVG","LANDAREA_AVG","LIVINGAPARTMENTS_AVG","LIVINGAREA_AVG","NONLIVINGAPARTMENTS_AVG","NONLIVINGAREA_AVG","APARTMENTS_MODE","BASEMENTAREA_MODE","YEARS_BUILD_MODE","YEARS_BEGINEXPLUATATION_MODE","COMMONAREA_MODE","ELEVATORS_MODE","FLOORSMIN_MODE","LIVINGAREA_MODE","APARTMENTS_MEDI","YEARS_BUILD_MEDI","ENTRANCES_MEDI","LANDAREA_MEDI","NONLIVINGAPARTMENTS_MEDI","NONLIVINGAREA_MEDI","FONDKAPREMONT_MODE.1","LIVINGAREA_MEDI","FLOORSMIN_MEDI","ELEVATORS_MEDI","YEARS_BEGINEXPLUATATION_MEDI","NONLIVINGAREA_MODE","LIVINGAPARTMENTS_MODE","FLOORSMAX_MODE","COMMONAREA_MODE.1","BASEMENTAREA_MODE.1","NONLIVINGAPARTMENTS_AVG.1","LANDAREA_AVG.1","ENTRANCES_AVG.1","YEARS_BUILD_AVG.1","APARTMENTS_AVG","EXT_SOURCE_1"
"14926",117423,0,"Cash loans","F","N","Y",0,108000,269550,18891,225000,"Family","Pensioner","Secondary / secondary special","Married","House / apartment",0.030755,-21551,365243,-13114,-4812,1,0,0,1,0,0,"",2,2,2,"FRIDAY",10,0,0,0,0,0,0,"XNA",0.753529984142587,0.638043527872161,"","block of flats","Stone, brick","No",0,0,0,0,-3319,0,0,0,1,2,3,NA,0.9583,NA,NA,0,0.0345,0,NA,NA,NA,0.0047,NA,0,0.0063,NA,NA,0.9583,NA,0,NA,0.0049,0.0062,NA,0.0345,NA,NA,0,"",0.0048,NA,0,0.9583,0,NA,0,NA,NA,NA,NA,0.0345,NA,0.0062,NA
"293128",439592,0,"Cash loans","F","N","Y",0,193500,338832,23710.5,292500,"Unaccompanied","Working","Secondary / secondary special","Single / not married","House / apartment",0.04622,-17620,-10575,-4642,-1153,1,1,0,1,0,0,"Accountants",1,1,1,"FRIDAY",12,0,0,0,0,0,0,"Transport: type 4",0.440256683232915,0.368968738252847,"","block of flats","Stone, brick","No",0,0,0,0,-1039,0,0,0,0,0,1,NA,0.9935,NA,NA,0,0.0345,0.1667,NA,NA,NA,NA,NA,NA,0.021,NA,NA,0.9935,NA,0,NA,NA,0.0208,NA,0.0345,NA,NA,NA,"",NA,NA,0,0.9935,NA,NA,0.1667,NA,NA,NA,NA,0.0345,NA,0.0206,0.725360295543886
"62432",172392,0,"Cash loans","F","Y","Y",0,103500,157500,8923.5,157500,"Unaccompanied","Pensioner","Secondary / secondary special","Married","House / apartment",0.028663,-23268,365243,-5047,-4431,1,0,0,1,0,0,"",2,2,2,"FRIDAY",9,0,0,0,0,0,0,"XNA",0.757801596522434,0.537069957979159,"","","","",1,0,1,0,-1562,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248002",386966,0,"Cash loans","F","N","Y",0,180000,693000,24552,693000,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.008575,-15700,-1898,-607,-1860,1,1,1,1,1,0,"Sales staff",2,2,2,"WEDNESDAY",9,0,1,1,1,1,1,"Self-employed",0.332550551260896,NA,"","","","",3,0,3,0,-337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232507",369301,0,"Cash loans","M","N","N",0,157500,254700,27558,225000,"Unaccompanied","Working","Secondary / secondary special","Single / not married","House / apartment",0.004849,-12952,-323,-5736,-4750,1,1,1,1,0,0,"Security staff",1,2,2,"MONDAY",15,0,1,1,0,1,1,"Business Entity Type 3",0.0705746058998421,0.65452928022429,"","","","",0,0,0,0,-364,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126960",247232,0,"Cash loans","M","N","Y",0,225000,490495.5,27387,454500,"Spouse, partner","Pensioner","Lower secondary","Married","House / apartment",0.028663,-22904,365243,-902,-4097,1,0,0,1,1,0,"",2,2,2,"WEDNESDAY",8,0,0,0,0,0,0,"XNA",0.628235514856728,0.492060093864926,"","","","",0,0,0,0,-2654,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28479",133101,0,"Cash loans","M","N","Y",0,180000,531706.5,28993.5,459000,"Unaccompanied","Commercial associate","Higher education","Single / not married","House / apartment",0.01885,-9419,-370,-6433,-2081,1,1,0,1,0,1,"",1,2,2,"FRIDAY",10,0,0,0,0,0,0,"Business Entity Type 3",0.450676478314054,0.130947152936018,"","","","",1,0,1,0,-313,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33279",138554,0,"Cash loans","M","N","Y",0,211500,738171,70218,684000,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.019101,-17771,-8158,-3629,-1308,1,1,0,1,0,0,"Laborers",2,2,2,"MONDAY",8,0,0,0,0,0,0,"Self-employed",0.303243284493048,0.477649154851755,"","","","",0,0,0,0,-728,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15910",118566,0,"Cash loans","F","N","Y",0,247500,893254.5,45738,733500,"Unaccompanied","Working","Secondary / secondary special","Separated","House / apartment",0.032561,-18210,-293,-3386,-1767,1,1,0,1,1,1,"Core staff",1,1,1,"MONDAY",13,0,0,0,0,0,0,"Trade: type 3",0.708681774473488,0.468659655049311,"","","","",0,0,0,0,-159,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.614935756524336
"280136",424549,0,"Cash loans","F","N","N",0,180000,675000,49248,675000,"Unaccompanied","Commercial associate","Secondary / secondary special","Married","House / apartment",0.011657,-15631,-925,-6328,-4423,1,1,1,1,1,0,"",2,1,1,"WEDNESDAY",14,0,0,0,0,0,0,"Self-employed",0.697064752664733,NA,"","block of flats","Stone, brick","No",0,0,0,0,-1910,NA,NA,NA,NA,NA,NA,0.0383,0.9886,NA,NA,0,0.069,0.0417,NA,0,NA,0.0115,NA,0.0014,0.0126,0.0398,NA,0.9886,NA,0,NA,0.012,0.0125,NA,0.069,0,NA,0.0015,"",0.0117,NA,0,0.9886,0.0015,NA,0.0417,NA,0.0398,NA,0,0.069,NA,0.0124,NA
"231613",368272,0,"Cash loans","M","Y","N",0,157500,675000,41296.5,675000,"Unaccompanied","Working","Secondary / secondary special","Civil marriage","With parents",0.035792,-10441,-2863,-961,-3118,1,1,0,1,0,0,"Core staff",2,2,2,"THURSDAY",13,0,0,0,0,1,1,"Self-employed",0.150179337660148,NA,"","","","",1,1,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.398384320479551
"9345",110864,0,"Cash loans","F","N","Y",0,135000,273636,20043,247500,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.018029,-18057,-739,-5268,-1614,1,1,1,1,0,0,"Sales staff",2,3,3,"TUESDAY",5,0,0,0,0,0,0,"Trade: type 7",0.13667455774989,0.77515526747854,"","","","",1,0,1,0,-1411,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.541198560266161
"110772",228507,0,"Cash loans","F","Y","Y",0,184500,601470,30838.5,450000,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.010147,-15052,-1213,-6993,-4084,1,1,0,1,0,0,"Managers",2,2,2,"TUESDAY",13,0,0,0,0,1,1,"Self-employed",0.157679516718787,0.657783800208331,"","block of flats","Panel","No",1,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,0,0.1379,0.1667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.1379,NA,NA,NA,"",NA,NA,0,NA,NA,NA,0.1667,NA,NA,NA,NA,0.1379,NA,NA,0.730832330352032
"106643",223731,1,"Cash loans","M","Y","N",1,270000,562540.5,51723,531000,"Spouse, partner","Working","Secondary / secondary special","Civil marriage","House / apartment",0.018801,-12553,-675,-621,-2693,1,1,0,1,0,0,"Laborers",3,2,2,"SATURDAY",7,0,0,0,0,0,0,"Construction",0.339890341722969,NA,"reg oper spec account","block of flats","Panel","No",0,0,0,0,-488,NA,NA,NA,NA,NA,NA,0.1295,0.9791,0.7144,0.0619,0,0.3448,0.1667,0.0417,0,0.1252,0.1307,0,0,0.1565,0.1344,0.7256,0.9791,0.0624,0,0.0417,0.1362,0.1551,0.7182,0.3448,0,0,0,"reg oper spec account",0.1331,0.0417,0,0.9791,0,0.1368,0.1667,0.0624,0.1344,0,0,0.3448,0.7144,0.1536,0.232398585952744
"151321",275403,0,"Cash loans","M","N","Y",1,202500,1631209.5,44986.5,1458000,"Unaccompanied","Commercial associate","Secondary / secondary special","Married","House / apartment",0.035792,-19499,-8737,-5992,-3038,1,1,0,1,0,0,"Laborers",3,2,2,"WEDNESDAY",11,0,0,0,0,0,0,"Business Entity Type 2",0.213037612850099,0.747663389630183,"","","","",0,0,0,0,-842,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48932",156666,0,"Cash loans","M","Y","Y",0,135000,254700,24939,225000,"Unaccompanied","Commercial associate","Secondary / secondary special","Married","House / apartment",0.035792,-15656,-3263,-7951,-4226,1,1,0,1,0,0,"Laborers",2,2,2,"SUNDAY",15,0,0,0,0,0,0,"Electricity",0.493196018546015,NA,"","","","",1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.431516492671488
"228283",364421,0,"Cash loans","M","Y","Y",0,112500,127350,13045.5,112500,"Unaccompanied","Pensioner","Secondary / secondary special","Civil marriage","House / apartment",0.02461,-23102,365243,-5320,-4445,1,0,0,1,1,0,"",2,2,2,"TUESDAY",14,0,0,0,0,0,0,"XNA",0.720186491733364,NA,"org spec account","block of flats","Panel","No",0,0,0,0,-2608,NA,NA,NA,NA,NA,NA,0.0708,0.9786,0.7076,0.0334,0,0.1379,0.1667,0.2083,0.057,0.0504,0.0609,0,0,0.063,0.0734,0.719,0.9786,0.0337,0,0.2083,0.0635,0.0625,0.7115,0.1379,0.058,0,0,"org spec account",0.062,0.2083,0,0.9786,0,0.0551,0.1667,0.0337,0.0734,0,0.057,0.1379,0.7076,0.0619,NA
"152345",276577,0,"Revolving loans","F","N","Y",2,202500,270000,13500,270000,"Family","State servant","Higher education","Married","House / apartment",0.006852,-12434,-1617,-1471,-2940,1,1,0,1,0,0,"Core staff",4,3,3,"TUESDAY",10,0,0,0,0,0,0,"Medicine",0.406383594579823,0.6738300778602,"","block of flats","Block","No",5,0,5,0,-1237,0,0,0,1,0,0,0.076,0.9841,NA,NA,0,0.1379,0.1667,NA,0.0237,NA,0.0455,NA,0,0.0735,0.0789,NA,0.9841,NA,0,NA,0.0474,0.0729,NA,0.1379,0.0241,NA,0,"",0.0463,NA,0,0.9841,0,NA,0.1667,NA,0.0789,NA,0.0237,0.1379,NA,0.0722,0.631563422613888
"37191",143078,0,"Cash loans","M","Y","N",1,112500,286704,23116.5,247500,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.019689,-17061,-1781,-4622,-595,1,1,0,1,0,0,"Drivers",3,2,2,"WEDNESDAY",8,0,0,0,0,0,0,"Business Entity Type 1",0.172497508147777,NA,"","","","",0,0,0,0,-2533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240870",378905,1,"Cash loans","F","N","Y",0,157500,454500,24340.5,454500,"Unaccompanied","Commercial associate","Secondary / secondary special","Married","House / apartment",0.025164,-16856,-652,-10182,-398,1,1,0,1,0,1,"Sales staff",2,2,2,"WEDNESDAY",11,0,0,0,0,0,0,"Self-employed",0.162192105959229,0.64962031112372,"","block of flats","Panel","No",0,0,0,0,-1805,0,0,1,2,2,3,0.1,0.9791,0.7144,NA,0,0.2069,0.1667,NA,0.0711,NA,0.0803,NA,0.0114,0.0893,0.1038,0.7256,0.9791,NA,0,NA,0.0837,0.0885,0.7182,0.2069,0.0723,NA,0.0116,"",0.0818,NA,0,0.9791,0.012,NA,0.1667,NA,0.1038,NA,0.0711,0.2069,0.7144,0.0876,NA
"276511",420437,0,"Cash loans","M","Y","Y",3,157500,481500,32175,481500,"Family","Working","Secondary / secondary special","Married","House / apartment",0.006852,-12519,-4850,-1461,-4312,1,1,0,1,0,1,"High skill tech staff",5,3,3,"MONDAY",7,0,0,0,0,1,1,"Self-employed",0.133420458589603,0.304672183753353,"","","","",0,0,0,0,-1731,0,0,1,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297539",444705,0,"Cash loans","M","Y","Y",1,315000,2250000,59485.5,2250000,"Unaccompanied","State servant","Higher education","Married","House / apartment",0.031329,-15064,-3473,-2360,-1517,1,1,0,1,0,0,"Core staff",3,2,2,"WEDNESDAY",12,0,0,0,0,0,0,"Government",0.671150603590299,0.786266614661138,"org spec account","block of flats","Stone, brick","No",0,0,0,0,-1606,0,0,0,1,0,3,0.1699,0.994,0.9116,0.089,0.28,0.1897,0.3958,0.3333,0.1188,0.174,0.2261,0.0174,0.019,0.1387,0.0968,0.8955,0.9926,0.0014,0.1611,0.2917,0.1641,0.2191,0.9128,0.1897,0.1209,0.0175,0.0194,"org spec account",0.2301,0.3333,0.28,0.994,0.0038,0.1212,0.3333,0.0014,0.0968,0.0174,0.1188,0.1897,0.9116,0.217,NA
"277147",421166,0,"Cash loans","M","Y","Y",0,337500,463500,28485,463500,"Unaccompanied","Working","Higher education","Married","House / apartment",0.035792,-19173,-1669,-680,-2631,1,1,0,1,0,0,"High skill tech staff",2,2,2,"THURSDAY",16,0,0,0,0,0,0,"Business Entity Type 2",0.657044855713641,0.604112599801572,"not specified","terraced house","Block","No",0,0,0,0,0,0,0,0,0,0,2,0,0.998,0.9728,0,0.04,0.0345,0.2917,0.3333,0.0099,0.0429,0.0455,0.0039,0.0339,0.0546,0,0.9739,0.998,0,0.0403,0.3333,0.0475,0.0541,0.9732,0.0345,0.0101,0.0039,0.0346,"not specified",0.0464,0.3333,0.04,0.998,0.0359,0.0468,0.2917,0,0,0.0039,0.0099,0.0345,0.9728,0.0536,NA
"278467",422637,0,"Cash loans","F","N","Y",0,90000,119925,11812.5,112500,"Unaccompanied","Pensioner","Lower secondary","Single / not married","House / apartment",0.025164,-24589,365243,-6259,-4549,1,0,0,1,0,0,"",1,2,2,"WEDNESDAY",10,0,0,0,0,0,0,"XNA",0.231681828000444,0.691021226757784,"","","","",4,0,4,0,-1279,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53855",162396,0,"Cash loans","F","N","N",0,90000,675000,21775.5,675000,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.015221,-19012,-2028,-9863,-2555,1,1,0,1,0,0,"",2,2,2,"SUNDAY",9,0,0,0,0,1,1,"Government",0.12661955747882,0.332850564164873,"","","","",1,1,1,0,-826,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40248",146624,1,"Cash loans","F","N","N",0,180000,1350000,39474,1350000,"Spouse, partner","State servant","Higher education","Married","House / apartment",0.035792,-16753,-2050,-1861,-266,1,1,0,1,0,0,"",2,2,2,"THURSDAY",9,0,1,1,0,1,1,"Transport: type 4",0.299257049531229,0.425892898005153,"","","","",1,1,1,1,-683,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.757174341881301
"68213",179099,0,"Cash loans","F","N","Y",0,103500,135000,9148.5,135000,"Family","Commercial associate","Secondary / secondary special","Married","House / apartment",0.031329,-8537,-1512,-8518,-1178,1,1,1,1,1,0,"Sales staff",2,2,2,"SUNDAY",12,0,0,0,0,0,0,"Business Entity Type 3",0.41297825440884,0.377404248950765,"","block of flats","Panel","No",0,0,0,0,-1288,0,0,0,0,1,4,NA,0.9846,NA,NA,0.2,0.1724,0.3333,NA,NA,NA,0.2063,NA,0,0.1891,NA,NA,0.9846,NA,0.2014,NA,0.215,0.1874,NA,0.1724,NA,NA,0,"",0.21,NA,0.2,0.9846,0,NA,0.3333,NA,NA,NA,NA,0.1724,NA,0.1856,NA
"155014",279677,0,"Revolving loans","F","N","Y",0,27000,202500,10125,202500,"Unaccompanied","Pensioner","Secondary / secondary special","Married","House / apartment",0.018029,-20688,365243,-10838,-3986,1,0,0,1,0,0,"",2,3,3,"FRIDAY",7,0,0,0,0,0,0,"XNA",0.540271086225383,NA,"","","","",1,0,1,0,-133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142007",264651,0,"Cash loans","F","Y","Y",0,108000,454500,26091,454500,"Unaccompanied","Pensioner","Secondary / secondary special","Married","House / apartment",0.009334,-23776,365243,-3670,-4602,1,0,0,1,1,0,"",2,2,2,"THURSDAY",13,0,0,0,0,0,0,"XNA",0.655658874434623,0.70018385068358,"reg oper account","block of flats","Stone, brick","No",6,0,6,0,-93,0,0,0,0,0,6,0.0623,0.9687,0.5716,0.014,0,0.1379,0.125,0.1667,0.0572,0.0387,0.058,0.0077,0.0076,0.0504,0.0646,0.5884,0.9687,0.0141,0,0.1667,0.0604,0.05,0.5773,0.1379,0.0582,0.0078,0.0077,"reg oper account",0.059,0.1667,0,0.9687,0.008,0.0422,0.125,0.0141,0.0646,0.0077,0.0572,0.1379,0.5716,0.0495,NA
"59462",168924,0,"Revolving loans","M","N","Y",0,54000,157500,7875,157500,"Family","Commercial associate","Secondary / secondary special","Married","House / apartment",0.0228,-16343,-3084,-5260,-4889,1,1,1,1,0,0,"Laborers",2,2,2,"FRIDAY",7,0,0,0,0,1,1,"Housing",0.553929942627465,NA,"","","","",0,0,0,0,-1961,0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272578",416002,1,"Cash loans","F","Y","N",0,180000,547344,25492.5,472500,"Unaccompanied","Pensioner","Secondary / secondary special","Married","House / apartment",0.035792,-23106,365243,-2638,-4728,1,0,0,1,0,0,"",2,2,2,"MONDAY",9,0,0,0,0,0,0,"XNA",0.633896896960883,0.549596502495695,"","","","",0,0,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.677726551836922
"187493",317353,0,"Cash loans","F","N","Y",0,157500,814041,23931,679500,"Family","Working","Secondary / secondary special","Widow","House / apartment",0.04622,-21564,-632,-7062,-4846,1,1,0,1,0,0,"Cleaning staff",1,1,1,"THURSDAY",18,0,0,0,0,1,1,"Business Entity Type 2",0.426826412974237,0.520897599048938,"","block of flats","Panel","No",0,0,0,0,-1127,0,0,0,0,0,2,NA,0.9816,NA,NA,NA,0.1034,0.0833,NA,NA,NA,0.0263,NA,0.0048,0.0273,NA,NA,0.9816,NA,NA,NA,0.0274,0.0271,NA,0.1034,NA,NA,0.0049,"",0.0268,NA,NA,0.9816,0.0051,NA,0.0833,NA,NA,NA,NA,0.1034,NA,0.0268,NA
"78202",190662,0,"Cash loans","F","N","Y",0,135000,709866,23026.5,508500,"Unaccompanied","Commercial associate","Secondary / secondary special","Married","House / apartment",0.006233,-18347,-373,-7511,-1827,1,1,0,1,0,0,"Cleaning staff",2,2,2,"TUESDAY",12,0,0,0,0,0,0,"Business Entity Type 3",0.713957854156244,NA,"reg oper account","block of flats","Panel","No",0,0,0,0,-2448,NA,NA,NA,NA,NA,NA,0,0.9896,0.8572,0.0151,0.08,0.069,0.3333,0.375,0,0.0597,0.0736,0,0.0065,0.0746,0,0.8628,0.9896,0.0152,0.0806,0.375,0.0767,0.0739,0.8591,0.069,0,0,0.0067,"reg oper account",0.075,0.375,0.08,0.9896,0.0069,0.0652,0.3333,0.0152,0,0,0,0.069,0.8572,0.0732,NA
"257919",398472,0,"Cash loans","F","N","Y",0,112500,438493.5,23089.5,333000,"Unaccompanied","Working","Secondary / secondary special","Single / not married","House / apartment",0.010147,-15758,-1234,-9081,-4994,1,1,0,1,1,0,"Sales staff",1,2,2,"SUNDAY",11,0,0,0,0,0,0,"Business Entity Type 3",0.643298747581472,0.581483705805723,"org spec account","block of flats","Panel","No",2,0,2,0,-468,0,0,0,0,0,1,0.1116,0.9767,0.6804,0.0168,0,0.2759,0.1667,0.2083,0.1086,0.1009,0.1061,0,0,0.1261,0.1158,0.6929,0.9767,0.017,0,0.2083,0.1105,0.1249,0.6847,0.2759,0.1104,0,0,"org spec account",0.108,0.2083,0,0.9767,0,0.1102,0.1667,0.017,0.1158,0,0.1086,0.2759,0.6804,0.1237,NA
"177593",305798,0,"Cash loans","F","Y","Y",1,67500,284427,19138.5,216000,"Unaccompanied","Working","Secondary / secondary special","Civil marriage","House / apartment",0.019101,-13155,-150,-7307,-1030,1,1,0,1,0,0,"Laborers",3,2,2,"THURSDAY",11,0,0,0,0,1,1,"Business Entity Type 2",0.64760237825505,0.670651753086272,"","","","",0,0,0,0,-495,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.379756563364891
"249993",389250,0,"Revolving loans","F","Y","Y",0,175500,405000,20250,405000,"Unaccompanied","Working","Higher education","Civil marriage","House / apartment",0.014464,-20239,-3312,-6484,-3532,1,1,0,1,0,0,"Accountants",2,2,2,"FRIDAY",5,0,0,0,1,1,0,"Electricity",0.718482344720032,0.385914672274514,"reg oper account","block of flats","Block","No",1,0,1,0,-695,0,0,0,0,0,1,0,0.9717,0.6124,0.0125,0,0.0345,0.0417,0.0417,0.0091,0.0286,0.0114,0,0,0.0357,0,0.6276,0.9717,0.0126,0,0.0417,0.0119,0.0354,0.6176,0.0345,0.0092,0,0,"reg oper account",0.0116,0.0417,0,0.9717,0,0.0312,0.0417,0.0126,0,0,0.0091,0.0345,0.6124,0.0351,0.801509006223818
